Program,Control Model,Product Area,Part Number,Part Description,Program Quantity of parts,Updated By,Reason for update,Ref Quantity,Supplier Info,Fgrp,Pos
V536,2,ART CLIMATE,32241282.0,AIR DUCT B-PILLAR UPPER LH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,030
V536,2,ART CLIMATE,32241285.0,AIR DUCT FLOOR 3RD ROW UPPER,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,071
V536,2,ART CLIMATE,32241284.0,AIRDUCT C-PILLAR BRANCHING,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,071
V536,2,ART CLIMATE,985866.0,"FLANGE LOCK NUT M6*7,3",4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8730,040
V536,2,ART CLIMATE,31109219.0,PLASTIC RIVET BLACK,13.0,SYSTEM,Price imported from SI+/epic,8.0,AEIK0,8720,030
V536,2,ART CLIMATE,32241276.0,AIR DUCT TO REAR FLOOR OUTLET LH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,071
V536,2,ART CLIMATE,32241275.0,BRANCHING AIR DUCT FLOOR 2ND,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,030
V536,2,ART CLIMATE,32241278.0,AIR DUCT B-PILLAR MIDDLE LH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,030
V536,2,ART CLIMATE,32241277.0,AIR DUCT TO REAR FLOOR OUTLET RH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,071
V536,2,ART CLIMATE,32241279.0,AIR DUCT B-PILLAR MIDDLE RH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,030
V536,2,ART CLIMATE,32241290.0,AIR DUCT C-PILLAR MIDDLE RH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,030
V536,2,ART CLIMATE,,Z SUPPORT COCKPIT,0.0,SYSTEM,Price imported from SI+/epic,1.0,D0MNF,null,null
V536,2,ART CLIMATE,32241292.0,AIR DUCT C-PILLAR UPPER LH,1.0,JTILHON,Price according VPC73172,0.0,D0MNE,8730,015
V536,2,ART CLIMATE,32241291.0,AIR DUCT C-PILLAR LOWER RH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,030
V536,2,ART CLIMATE,32241293.0,AIR DUCT C-PILLAR UPPER RH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,D0MNE,8730,015
V536,2,ART CLIMATE,985181.0,FLANGE SCREW M6*20,3.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8740,050
V536,2,ART CLIMATE,32289034.0,ADAPTER REAR AC,1.0,ARISTOFF,Correction,0.0,AEU60,8720,071
V536,2,ART CLIMATE,988179.0,FLANGE SCREW M8*40,4.0,SYSTEM,Price imported from program,0.0,AEKIF,8740,013
V536,2,ART CLIMATE,32260491.0,SENSOR INTERIOR APMS,1.0,SYSTEM,Price imported from SI+/epic,1.0,AEG5B,8780,030
V536,2,ART CLIMATE,,LOAD MODULE CCM,0.0,,,1.0,,null,null
V536,2,ART CLIMATE,,SIGNAL CONFIGURATION CCM,0.0,,,1.0,,null,null
V536,2,ART CLIMATE,32260881.0,CHILLER,1.0,THULTGRE,VPC74671: Old EXV bracket to fragile,0.0,AEW9F,8740,050
V536,2,ART CLIMATE,32260883.0,SUCTION HOSE,1.0,THULTGRE,VPC79198- Suction hose re-routing,0.0,AEU1K,8740,050
V536,2,ART CLIMATE,32260880.0,PIPE AC REAR,1.0,PTHURES2,Change to contract,0.0,AEU1K,8740,050
V536,2,ART CLIMATE,985858.0,FLANGE NUT M6*6,5.0,SYSTEM,Price imported from SI+/epic,5.0,AEKIF,8740,050
V536,2,ART CLIMATE,982902.0,SEMS SCREW M6*16,6.0,SYSTEM,Price imported from SI+/epic,6.0,AEKIF,8730,010
V536,2,ART CLIMATE,32241286.0,AIR DUCT FLOOR 3RD ROW CENTRE,1.0,JTILHON,Price according VPC76388,0.0,D0MNE,8730,015
V536,2,ART CLIMATE,32241289.0,AIR DUCT C-PILLAR MIDDLE LH,1.0,NSELVAR3,Correction for expandable package,0.0,AEU60,8720,030
V536,2,ART CLIMATE,,AIR EVACUATION,0.0,SYSTEM,Price imported from SI+/epic,2.0,BQJFA,null,null
V536,2,ART CLIMATE,32241288.0,AIR OUTLET FLOOR 3RD ROW,1.0,ARISTOFF,Correction,0.0,AEU60,8720,071
V536,2,ART CLIMATE,30640995.0,"SEMS SCREW M6*20*21,87 MATHREAD",1.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8740,050
V536,2,ART CLIMATE,8752048.0,REFRIGERATING AGENT HFO-1234YF,0.9,SYSTEM,Price imported from SI+/epic,1.025,AETD2,8740,010
V536,2,ART CLIMATE,30670541.0,SIX POINT SOCKET SCREW PF6*16,4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8760,040
V536,2,ART CLIMATE,30746723.0,SEMS SCREW M5*18,1.0,IJERNEBO,contracted price added,0.0,AEKIF,8730,040
V536,2,ART CLIMATE,32369659.0,BRACKET WATER COOLED CONDENSER,1.0,THULTGRE,New part price for new part number (VPC80293),0.0,,8740,050
V536,2,ART CLIMATE,32369787.0,LOCAL PARAMETERS CCMB,1.0,,,0.0,,8737,016
V536,2,ART CLIMATE,32260751.0,DRAIN CHANNEL CLIMATE UNIT,1.0,JTILHON,"Price imported from program, CONTRACT",0.0,,8730,040
V536,2,ART CLIMATE,31497531.0,AIR CLEANER ADVANCED,1.0,RCARLSS2,First update,1.0,AEJVH,8780,010
V536,2,ART CLIMATE,32260878.0,PIPE ASSEMBLY,1.0,THULTGRE,VPC75982,0.0,AEU1K,8740,050
V536,2,ART CLIMATE,,SUCTION HOSE,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEAIX,null,null
V536,2,ART CLIMATE,,PRESSURE HOSE,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEAIX,null,null
V536,2,ART CLIMATE,32289838.0,DRAINAGE HOSE HVAC,1.0,JTILHON,VPC83823,0.0,AEV8V,8730,040
V536,2,ART CLIMATE,32260874.0,PRESSURE HOSE HP,1.0,PTHURES2,Change to Contract,0.0,AEU1K,8740,050
V536,2,ART CLIMATE,,PLUG 20,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ2YA,null,null
V536,2,ART CLIMATE,32226755.0,Z SUPPORT COCKPIT,1.0,JTILHON,"Price correction according to VPC69977, CONTRACT",0.0,AESL7,8730,011
V536,2,ART CLIMATE,998119.0,SEMS SCREW M6*25,4.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8740,050
V536,2,ART CLIMATE,31690858.0,CONTROL UNIT CCMB,1.0,JTILHON,VPC84084 CCMB controlling Material Temp Sensoer,0.0,AET5L,8737,020
V536,2,ART CLIMATE,,FLANGE SCREW M5*20 FASTITE/PLUNGE,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART CLIMATE,32369404.0,BRACKET AIR OUTLET FLOOR RH,1.0,ARISTOFF,Correction,0.0,AEU60,8720,071
V536,2,ART CLIMATE,32289646.0,LIQUID HOSE HP,1.0,PTHURES2,Change to contract,0.0,AEU1K,8740,050
V536,2,ART CLIMATE,,"RIVET NUT M6*14,5",0.0,SYSTEM,Price imported from SI+/epic,1.0,D3M0A,null,null
V536,2,ART CLIMATE,30622962.0,RETAINER DIAMETER 10 + 19 MM,1.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIX,8740,050
V536,2,ART CLIMATE,31443448.0,TEMPERATURE SENSOR INCAR,2.0,RCARLSS2,First issue,0.0,AD0LT,8780,070
V536,2,ART CLIMATE,32273993.0,WATER COOLED CONDENSER,1.0,PTHURES2,Change to Contract,0.0,AEV31,8740,050
V536,2,ART CLIMATE,30640935.0,SCREW WITH PIN M8X90+M6X12,4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8740,013
V536,2,ART CLIMATE,32260770.0,AIR CONDITIONING REAR,1.0,JTILHON,Price accordning VPC77400,0.0,AD883,8730,015
V536,2,ART CLIMATE,32260494.0,EL COMPRESSOR,1.0,THULTGRE,Correction,0.0,AESSN,8740,013
V536,2,ART CLIMATE,32352896.0,FLOOR OUTLET FLOOR 2ND ROW RH,1.0,ARISTOFF,Correction,0.0,,8720,071
V536,2,ART CLIMATE,32352895.0,FLOOR OUTLET FLOOR 2ND ROW LH,1.0,ARISTOFF,Correction,0.0,,8720,071
V536,2,ART CLIMATE,30624357.0,SEMS SCREW M6*20,3.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8760,040
V536,2,ART CLIMATE,30640847.0,SIX POINT SOCKET SCREW PF5*20,2.0,SYSTEM,Price imported from SI+/epic,3.0,AEKIF,8737,020
V536,2,ART CLIMATE,988894.0,FLANGE SCREW M6*25,1.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,8740,050
V536,2,ART CLIMATE,32296605.0,SECONDARY BOOTLOADER CCMB,1.0,,,0.0,,8737,010
V536,2,ART CLIMATE,,SOUND ABSORBER,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ5TA,null,null
V536,2,ART CLIMATE,985899.0,"FLANGE LOCK NUT M6*7,3",8.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8740,050
V536,2,ART CLIMATE,32132722.0,TEMPERATURE SENSOR AMBIENT,1.0,SCHRIS25,Price Imported from Programs,0.0,AEU47,8780,070
V536,2,ART CLIMATE,32369234.0,ADAPTERCABLE FLOOR DUCT 3.E RADEN,1.0,NSELVAR3,Price update after sourcing,0.0,,8730,015
V536,2,ART CLIMATE,999351.0,FLANGE SCREW M6*20,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8760,040
V536,2,ART CLIMATE,32369196.0,BRACKET ELECTRIC HEATER COOLANT,1.0,MJAKONEN,First input,0.0,AEWJZ,8760,040
V536,2,ART CLIMATE,32369193.0,BRACKET AIR OUTLET FLOOR LH,1.0,ARISTOFF,Correction,0.0,,8720,071
V536,2,ART CLIMATE,32130823.0,AIR EVACUATION RH,1.0,IANDERS7,Cost maturity changed to contract,0.0,,8720,050
V536,2,ART CLIMATE,30640970.0,SCREW WITH PIN M6*35 + M6*14,3.0,SYSTEM,Price imported from program,3.0,CRKRA,8730,015
V536,2,ART CLIMATE,,LIQUID HOSE SIDE MEMBER - CONDENSER,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEAIX,null,null
V536,2,ART CLIMATE,32130822.0,AIR EVACUATION LH,1.0,ARISTOFF,Correction,0.0,,8720,050
V536,2,ART CLIMATE,32352242.0,LOAD MODULE CCMB,1.0,,,0.0,,8737,014
V536,2,ART CLIMATE,,SECONDARY BOOTLOADER CCM,0.0,,,1.0,,null,null
V536,2,ART CLIMATE,985921.0,FLANGE NUT M8*8,6.0,SYSTEM,Price imported from SI+/epic,6.0,AEKIF,8740,050
V536,2,ART CLIMATE,32289638.0,BRACKET CHILLER,1.0,THULTGRE,VPC80780,0.0,AEW9F,8740,050
V536,2,ART CLIMATE,31109118.0,FLANGE SCREW M5*20 FASTITE,2.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8720,070
V536,2,ART CLIMATE,30624372.0,"FLANGE SCREW M6*25*28,3 MATHREAD",1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEKIF,8740,050
V536,2,ART CLIMATE,32260038.0,ELECTRIC HEATER COOLANT LARGE,1.0,AAMMON1,Price imported from SI+/epic,0.0,AEE05,8760,040
V536,2,ART CORE SYSTEM COMPONENTS,32301282.0,RBMS BATTERY MONITORING SENSOR,1.0,LNILSS88,Agreed price from purchasing,0.0,,3100,053
V536,2,ART CORE SYSTEM COMPONENTS,32230718.0,CONTROL UNIT BPD,1.0,,,0.0,,3726,050
V536,2,ART CORE SYSTEM COMPONENTS,32331219.0,BRACKET PD BOX,1.0,HOLAUSS4,"Sourcing price ""Ok to publish 21w40""",0.0,AE1PX,3726,010
V536,2,ART CORE SYSTEM COMPONENTS,32230711.0,CONTROL UNIT PPD,1.0,,,0.0,,3726,010
V536,2,ART CORE SYSTEM COMPONENTS,,SOFTWARE SIGNING,0.0,,,1.0,,null,null
V536,2,ART CORE SYSTEM COMPONENTS,31489074.0,DRAINAGE HOSE BATTERY,1.0,HOLAUSS4,Latest published price in programs,0.0,BQ2YA,3100,010
V536,2,ART CORE SYSTEM COMPONENTS,,LOAD MODULE VCU1,0.0,,,1.0,,null,null
V536,2,ART CORE SYSTEM COMPONENTS,,SIGNAL CONFIG. VCU1,0.0,,,1.0,,null,null
V536,2,ART CORE SYSTEM COMPONENTS,,LOCAL PARAMETERS VCU1,0.0,,,1.0,,null,null
V536,2,ART CORE SYSTEM COMPONENTS,32302229.0,BMS 2 BATTERY MONITORING SENSOR,1.0,LNILSS88,Same as other gen4,0.0,,3100,050
V536,2,ART CORE SYSTEM COMPONENTS,32287323.0,ATTACHMENT MECHANICAL FRONT LPC,1.0,SYSTEM,Price imported from SI+/epic,0.0,BT7RA,3725,010
V536,2,ART CORE SYSTEM COMPONENTS,985858.0,FLANGE NUT M6*6,2.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3726,010
V536,2,ART CORE SYSTEM COMPONENTS,,SECONDARY BOOTLOADER VCU1,0.0,,,1.0,,null,null
V536,2,ART CORE SYSTEM COMPONENTS,999356.0,FLANGE NUT M8*8,1.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,3100,050
V536,2,ART CORE SYSTEM COMPONENTS,,ECU SOFTWARE STRUCTURE,0.0,,,1.0,,null,null
V536,2,ART CORE SYSTEM COMPONENTS,32331220.0,LID PD BOX,1.0,LNILSS88,"Sourcing price ""OK to publish 21w40""",0.0,AE1PX,3726,010
V536,2,ART CORE SYSTEM COMPONENTS,32276988.0,CONTROL UNIT FIOC MID,1.0,HOLAUSS4,Max Bom First publish,0.0,D5E1C,3725,050
V536,2,ART CORE SYSTEM COMPONENTS,32276986.0,CONTROL UNIT LPC MID,1.0,HOLAUSS4,Max Bom First publish,0.0,D5E1C,3725,010
V536,2,ART CORE SYSTEM COMPONENTS,32287682.0,ATTACHMENT MECHANICAL REAR LPC,1.0,SYSTEM,Price imported from SI+/epic,0.0,BT7RA,3725,010
V536,2,ART CORE SYSTEM COMPONENTS,,DRAINAGE HOSE BATTERY,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ2YA,null,null
V536,2,ART CORE SYSTEM COMPONENTS,982760.0,FLANGE SCREW M6*30,2.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3726,050
V536,2,ART CORE SYSTEM COMPONENTS,,BMS BATTERY MONITORING SENSOR,0.0,LNILSS88,Updated price with info from purchasing,1.0,A426S,null,null
V536,2,ART CORE SYSTEM COMPONENTS,999182.0,SEMS SCREW M6*30,2.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3725,010
V536,2,ART CORE SYSTEM COMPONENTS,32344582.0,BATTERY H5 AGM02 680CCA,2.0,SYSTEM,Price imported from program,0.0,,3100,010
V536,2,ART CORE SYSTEM COMPONENTS,999187.0,SEMS SCREW M6*35,1.0,SYSTEM,Intial Published Price Copied from Factory 36,0.0,AE2YZ,3725,050
V536,2,ART CORE SYSTEM COMPONENTS,,BRACKET VCU1,0.0,SYSTEM,Price imported from SI+/epic,1.0,BHFCA,null,null
V536,2,ART CORE SYSTEM COMPONENTS,32287852.0,BRACKET FIOC,1.0,HOLAUSS4,Max Bom First publish VPC76015,0.0,BT7RA,3725,050
V536,2,ART CORE SYSTEM COMPONENTS,,CONTROL UNIT VCU1 MIN,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEG29,null,null
V536,2,ART CORE SYSTEM COMPONENTS,,LOCAL PARAMETERS VCU1,0.0,,,1.0,,null,null
V536,2,ART CORE SYSTEM COMPONENTS,30681674.0,RETAINER HEXAGON AUTO INSTALL T5,3.0,SYSTEM,Price imported from SI+/epic,0.0,B4V0A,3726,010
V536,2,ART CORE SYSTEM COMPONENTS,32266774.0,BRACKET,1.0,SYSTEM,Price imported from program,0.0,,3726,050
V536,2,ART CORE SYSTEM COMPONENTS,30622876.0,"SIX POINT SOCKET SCREW M5*25*27,5 MATHREAD",3.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3725,050
V536,2,ART CORE SYSTEM COMPONENTS,30622536.0,SIX POINT SOCKET SCREW M5*14*16.5 MATHREAD,3.0,,,0.0,BZMDB,3725,050
V536,2,ART CORE SYSTEM COMPONENTS,31109078.0,SEALING PLATE 30 PV0,1.0,SYSTEM,Price imported from SI+/epic,0.0,BJRAB,3725,010
V536,2,ART DECELERATION AND STEERING,32357984.0,LOAD MODULE RBCM,1.0,,,0.0,,3676,252
V536,2,ART DECELERATION AND STEERING,,TOP COVER ACCELERATOR PEDAL,0.0,SYSTEM,Price imported from SI+/epic,1.0,CT8UC,null,null
V536,2,ART DECELERATION AND STEERING,32357983.0,SECONDARY BOOTLOADER RBCM,1.0,,,0.0,,3676,251
V536,2,ART DECELERATION AND STEERING,31423249.0,RETAINER,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BQ1LA,5220,010
V536,2,ART DECELERATION AND STEERING,32269320.0,CLIP 2-WAY BRAKE PIPE,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEFMF,5220,010
V536,2,ART DECELERATION AND STEERING,32381695.0,LOAD MODULE PSCM,1.0,,,0.0,,6420,025
V536,2,ART DECELERATION AND STEERING,32381692.0,LOCAL CONFIGURATION PSCM,1.0,,,0.0,,6420,028
V536,2,ART DECELERATION AND STEERING,,"PROTECTION COVER REAR 17""/18"" V",0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ9CD,null,null
V536,2,ART DECELERATION AND STEERING,32246564.0,CONTROL UNIT STEERING COLUMN,1.0,SYSTEM,Price imported from SI+/epic,0.0,EBYHA,6412,020
V536,2,ART DECELERATION AND STEERING,32381690.0,LOCAL CONFIGURATION PSCM,1.0,,,0.0,,6420,026
V536,2,ART DECELERATION AND STEERING,,SIX POINT SOCKET SCREW M5*12,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART DECELERATION AND STEERING,32268873.0,SEALING FLOOR,1.0,SYSTEM,Price imported from SI+/epic,1.0,AELYD,6420,010
V536,2,ART DECELERATION AND STEERING,32381691.0,LOCAL CONFIGURATION PSCM,1.0,,,0.0,,6420,027
V536,2,ART DECELERATION AND STEERING,,"PROTECTION COVER REAR 17""/18"" H",0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ9CD,null,null
V536,2,ART DECELERATION AND STEERING,32256527.0,LID BRAKE FL.RESERVOIR,1.0,SYSTEM,Price imported from SI+/epic,1.0,A426K,5930,020
V536,2,ART DECELERATION AND STEERING,988506.0,SIX POINT SOCKET SCREW M6*12,2.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,5930,020
V536,2,ART DECELERATION AND STEERING,32373428.0,HYDRAULIC UNIT RBCM,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEISC,5930,020
V536,2,ART DECELERATION AND STEERING,,SIX POINT SOCKET SCREW M6*16,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART DECELERATION AND STEERING,,PLUG,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQAHA,null,null
V536,2,ART DECELERATION AND STEERING,,EARTH CABLE 110,0.0,SYSTEM,Price imported from SI+/epic,2.0,BK6LB,null,null
V536,2,ART DECELERATION AND STEERING,32246557.0,STEERING COLUMN LHD ELECTRICAL,1.0,JERICSO2,"No cost change, only ESTIMATE to CONTRACT",0.0,EBYHA,6412,010
V536,2,ART DECELERATION AND STEERING,,SECONDARY BOOTLOADER BCM2,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,,FLANGE SCREW M5*16,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART DECELERATION AND STEERING,30746586.0,"FLANGE SCREW M8*45*49,4 MATHREAD",2.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,5930,020
V536,2,ART DECELERATION AND STEERING,32246297.0,BRAKE PIPE REAR H SILL,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BPURA,5220,020
V536,2,ART DECELERATION AND STEERING,32246296.0,BRAKE PIPE REAR V SILL,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BPURA,5220,020
V536,2,ART DECELERATION AND STEERING,32246695.0,"BRAKE CALIPER 20"" REAR LH",1.0,DOLIVEIR,VPC76300 Adding PWI bracket cost,0.0,AERXM,5100,010
V536,2,ART DECELERATION AND STEERING,32246694.0,"BRAKE CALIPER 20"" REAR RH",1.0,DOLIVEIR,VPC76300 Adding PWI bracket cost,0.0,AERXM,5100,010
V536,2,ART DECELERATION AND STEERING,,SIGNAL CONFIGURATION PSCM,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,32292217.0,BRAKE PIPE BUNDLE RBCM OUTLET,1.0,MERIKS43,VPC86084,0.0,BPURA,5220,010
V536,2,ART DECELERATION AND STEERING,,LOAD MODULE PSCM,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,32292218.0,BRAKE PIPE RIGHT FRONT,1.0,MERIKS43,VPC82923,0.0,BPURA,5220,010
V536,2,ART DECELERATION AND STEERING,32292219.0,BRAKE PIPE FRONT RIGHT REAR,1.0,MERIKS43,VPC84628,0.0,BPURA,5220,010
V536,2,ART DECELERATION AND STEERING,985866.0,"FLANGE LOCK NUT M6*7,3",3.0,SYSTEM,Price imported from SI+/epic,3.0,AEKIF,2710,010
V536,2,ART DECELERATION AND STEERING,,LOAD MODULE BCM2,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,985868.0,"FLANGE LOCK NUT M8*9,4",2.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,5930,020
V536,2,ART DECELERATION AND STEERING,,LOAD MODULE BCM2,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,,FLANGE NUT M6*6,0.0,SYSTEM,Price imported from SI+/epic,2.0,C97GA,null,null
V536,2,ART DECELERATION AND STEERING,,LOCAL PARAMETERS BCM2,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,32357988.0,ECU SOFTWARE STRUCTURE RBCM,1.0,,,0.0,,3676,257
V536,2,ART DECELERATION AND STEERING,32357986.0,LOCAL PARAMETERS RBCM,1.0,,,0.0,,3676,255
V536,2,ART DECELERATION AND STEERING,,CYLINDER PROTECTION,0.0,SYSTEM,Price imported from SI+/epic,1.0,CHYQA,null,null
V536,2,ART DECELERATION AND STEERING,,FLANGE SCREW M8*40,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART DECELERATION AND STEERING,30741260.0,FLANGE SCREW M14*40,4.0,SYSTEM,Price imported from SI+/epic,4.0,AEKIF,5100,008
V536,2,ART DECELERATION AND STEERING,,"FLANGE SCREW M8*30*34,32",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART DECELERATION AND STEERING,32276994.0,"PROTECTION COVER REAR RH 20""",1.0,COUYANG2,Price Imported from VPC79467 and VPC79080,0.0,,5100,030
V536,2,ART DECELERATION AND STEERING,32276992.0,"PROTECTION COVER FRONT 20"" H",1.0,WXU34,Price Imported from VPC79467 and VPC79080,0.0,,5100,025
V536,2,ART DECELERATION AND STEERING,,HYDRAULIC UNIT MKC1 BCM2,0.0,SYSTEM,Price imported from SI+/epic,1.0,A426G,null,null
V536,2,ART DECELERATION AND STEERING,32276993.0,"PROTECTION COVER REAR LH 20""",1.0,COUYANG2,Price Imported from VPC79467 and VPC79080,0.0,,5100,030
V536,2,ART DECELERATION AND STEERING,,LOCAL PARAMETERS BCM2,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,,SOFTWARE SIGNING,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,32218512.0,SOFTWARE SIGNING,1.0,,,0.0,,3676,258
V536,2,ART DECELERATION AND STEERING,32300745.0,"WEAR SENSOR BRAKE PAD FRONT 20"" LH",1.0,ATORDEBY,VPC89633,0.0,AEUMZ,5100,008
V536,2,ART DECELERATION AND STEERING,,ECU SOFTWARE STRUCTURE BCM2,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,30746709.0,FLANGE SCREW M8*60,4.0,SYSTEM,Price imported from SI+/epic,0.0,AELVW,6412,010
V536,2,ART DECELERATION AND STEERING,,SECONDARY BOOTLOADER PSCM,0.0,,,1.0,,null,null
V536,2,ART DECELERATION AND STEERING,,SENSOR WHEEL SPEED FRONT,0.0,SYSTEM,Price imported from SI+/epic,2.0,A426R,null,null
V536,2,ART DECELERATION AND STEERING,,"PROTECTION COVER FRONT 18""/19"" H",0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ9CD,null,null
V536,2,ART DECELERATION AND STEERING,30640911.0,FLANGE SCREW M5*20,2.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,5220,011
V536,2,ART DECELERATION AND STEERING,,"PROTECTION COVER FRONT 18""/19"" V",0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ9CD,null,null
V536,2,ART DECELERATION AND STEERING,,SENSOR WHEEL SPEED REAR,0.0,SYSTEM,Price imported from SI+/epic,2.0,A426R,null,null
V536,2,ART DECELERATION AND STEERING,985178.0,FLANGE SCREW M6*10,1.0,MWALLENR,New info from purchaser ,0.0,D07FB,5930,020
V536,2,ART DECELERATION AND STEERING,30622555.0,RETAINER BRAKE 7,3.0,SYSTEM,Price imported from SI+/epic,1.0,D3M0A,5220,010
V536,2,ART DECELERATION AND STEERING,30622553.0,RETAINER BRAKE 5,2.0,SYSTEM,Price imported from SI+/epic,2.0,D3M0A,5220,010
V536,2,ART DECELERATION AND STEERING,30622554.0,RETAINER BRAKE 5.2,5.0,SYSTEM,Price imported from SI+/epic,1.0,D3M0A,5220,010
V536,2,ART DECELERATION AND STEERING,,ACCELERATOR PEDAL,0.0,SYSTEM,Price imported from SI+/epic,1.0,CT8UC,null,null
V536,2,ART DECELERATION AND STEERING,,HEAT SHIELD PLATE LHD STEERING GEAR,0.0,SYSTEM,Price imported from SI+/epic,1.0,K8XJA,null,null
V536,2,ART DECELERATION AND STEERING,,BRAKE PIPE CENTRE,0.0,SYSTEM,Price imported from SI+/epic,1.0,BPURA,null,null
V536,2,ART DECELERATION AND STEERING,,FLOOR PLUG,0.0,SYSTEM,Price imported from SI+/epic,1.0,AELYD,null,null
V536,2,ART DECELERATION AND STEERING,,SIX PNT SOCKET SEMS SCREWM5*10,0.0,SYSTEM,Price imported from SI+/epic,3.0,AEKIF,null,null
V536,2,ART DECELERATION AND STEERING,985203.0,SEMS SCREW M6*12,8.0,SYSTEM,Price imported from SI+/epic,8.0,AEKIF,5100,025
V536,2,ART DECELERATION AND STEERING,32265679.0,PEDAL UNIT,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AER02,5240,200
V536,2,ART DECELERATION AND STEERING,985039.0,FLANGE SCREW M8*30,1.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,6412,010
V536,2,ART DECELERATION AND STEERING,999290.0,RETAINER,2.0,SYSTEM,Price imported from SI+/epic,2.0,B4V0A,5220,021
V536,2,ART DECELERATION AND STEERING,32265678.0,TOP COVER ACCELERATOR PEDAL,2.0,UJOHNSS3,Contracted price,0.0,CT8UC,2710,010
V536,2,ART DECELERATION AND STEERING,32265677.0,BRACKET ACCELERATOR PEDAL,1.0,JERICSO2,"No cost change, only ESTIMATE to CONTRACT",0.0,CT8UC,2710,010
V536,2,ART DECELERATION AND STEERING,32300643.0,BRAKE PIPE LHD BUNDLE MKC1 TO RBCM,1.0,MERIKS43,VPC83037,0.0,BPURA,5220,010
